Burrow,Status,Xcoord,Ycoord,Z,Watershed,Dew5m,Dew15m,Slope5m,Slope15m,Shrub5m,Shrub15m,Rock5m,Rock15m
i359,1,128280.9297,1031438.5,532.28,3,937,918,1522,1363,548,4471,1267,11929
i36,0,128081.3203,1031423.813,524.37,3,968,953,1610,1600,216,3020,978,9561
i360,1,128280.8281,1031438.813,532.23,3,937,918,1522,1363,548,4471,1267,11929
i361,1,128279.0781,1031439,532.02,3,937,918,1522,1363,548,4471,1267,11929
i362,0,128278.1328,1031441.063,531.7,3,937,918,1522,1363,639,4471,1255,11929
i363,0,128278.1094,1031441.875,531.65,3,937,918,1522,1363,639,4471,1255,11929
i364,0,128277.0703,1031440.938,531.51,3,937,937,1161,1094,495,4471,1441,11929
i365,1,128277.2031,1031440.938,531.52,3,937,937,1161,1094,495,4471,1441,11929
i366,0,128277.5234,1031441.188,531.57,3,937,937,1161,1094,639,4471,1255,11929
i367,1,128276.0938,1031442.375,531.04,3,937,937,1161,1094,495,4471,1441,11929
i368,0,128284.1641,1031439.688,532.56,3,932,918,1771,1363,346,4471,1518,11929
i369,0,128284.0469,1031442.188,532.35,3,932,918,1771,1363,346,4471,1518,11929
i37,0,128110.9141,1031446.188,515.04,3,911,910,1863,1812,193,3821,1235,9074
i370,0,128283.7578,1031441.375,532.35,3,932,918,1771,1363,346,4471,1518,11929
i371,0,128280.8203,1031442.563,532.02,3,937,918,1522,1363,639,3207,1255,14512
i372,0,128280.9063,1031442.875,532.03,3,937,918,1522,1363,639,3207,1255,14512
i373,0,128280.7656,1031443.75,531.99,3,937,918,1519,1363,639,3207,1255,14512
i374,1,128278.0391,1031443.25,531.52,3,937,918,1519,1363,639,3207,1255,14512
i375,1,128279.0156,1031443.438,531.74,3,937,918,1519,1363,639,3207,1255,14512
i376,1,128279.7734,1031444.688,531.78,3,937,918,1519,1363,694,3207,1286,14512
i377,1,128278.8906,1031443.938,531.62,3,937,918,1519,1363,639,3207,1255,14512
i378,0,128278.7344,1031443.875,531.6,3,937,918,1519,1363,639,3207,1255,14512
i379,0,128277.3047,1031443.688,531.31,3,937,937,1026,1094,495,3207,1441,14512
i38,1,128110.5781,1031447.5,514.62,3,911,910,1863,1812,117,3821,1339,9074
i380,0,128277.8828,1031444.688,531.38,3,937,937,1026,1094,694,3207,1286,14512
i381,1,128275.3594,1031444.563,530.8,3,937,937,1026,1094,196,3207,1841,14512
i382,0,128266.2891,1031443.625,529.33,3,937,937,1028,1094,690,4672,1113,11967
i383,1,128265.5859,1031447.125,528.92,3,936,937,1028,1094,643,4672,1207,11967
i384,1,128265.75,1031448,528.91,3,936,937,1028,1094,643,4672,1207,11967
i385,1,128263.4141,1031450.625,528.43,3,935,935,917,928,410,4672,1421,11967
i386,1,128262.8203,1031449.375,528.3,3,934,933,1165,1135,410,4672,1421,11967
i387,1,128260.9609,1031449.438,527.95,3,934,933,1165,1135,410,4672,1421,11967
i388,1,128260.7656,1031450.125,527.92,3,934,933,1165,1135,410,4672,1421,11967
i389,1,128262.7344,1031453.063,528.73,3,935,933,1105,1135,566,4672,1339,11967
i39,1,128071.7578,1031466.063,511.39,3,932,959,1929,1958,318,5490,1062,6804
i390,1,128262.3281,1031453.625,528.15,3,935,933,1105,1135,566,4672,1339,11967
i391,1,128265.0938,1031455.063,528.63,3,936,935,927,928,476,4672,1277,11967
i392,0,128262.5703,1031460,528.23,3,934,933,1025,1135,355,3371,1488,13330
i393,1,128260.7188,1031459.75,527.93,3,934,933,1025,1135,355,3371,1488,13330
i394,0,128267.7813,1031455.563,529.28,3,936,935,927,928,476,4672,1277,11967
i395,1,128276.8359,1031454.938,530.74,3,935,935,926,928,146,3207,1882,14512
i396,0,128274.5156,1031447.938,530.56,3,937,937,1026,1094,196,3207,1841,14512
i397,0,128273.7891,1031448.188,530.48,3,936,935,963,928,196,3207,1841,14512
i398,0,128277.0625,1031446.688,531,3,937,937,1026,1094,196,3207,1841,14512
i399,0,128277.6172,1031447.75,531.07,3,937,937,1026,1094,694,3207,1286,14512
i4,0,128083.5469,1031378.875,532.77,3,924,898,494,589,27,1435,2019,16008
i40,1,128076.0469,1031466.188,511.26,3,971,959,1978,1958,379,4068,849,8863
i400,1,128278.1875,1031448.875,531.18,3,937,932,1203,904,469,3207,1528,14512
i401,0,128278.4766,1031448.063,531.3,3,937,932,1203,904,694,3207,1286,14512
i402,1,128278.7188,1031448.188,531.31,3,937,932,1203,904,694,3207,1286,14512
i403,1,128278.8906,1031448.25,531.34,3,937,932,1203,904,694,3207,1286,14512
i404,1,128278.8047,1031447.75,531.38,3,937,918,1519,1363,694,3207,1286,14512
i405,0,128278.5078,1031444.688,531.54,3,937,918,1519,1363,694,3207,1286,14512
i406,0,128278.7813,1031445.063,531.55,3,937,918,1519,1363,694,3207,1286,14512
i407,0,128279.0234,1031445.438,531.58,3,937,918,1519,1363,694,3207,1286,14512
i408,0,128277.9609,1031446.063,531.27,3,937,937,1026,1094,694,3207,1286,14512
i409,0,128279.0781,1031446.313,531.51,3,937,918,1519,1363,694,3207,1286,14512
i41,1,128077.5781,1031465.688,511.32,3,971,959,1978,1958,379,4068,849,8863
i410,0,128279.2422,1031446.25,531.55,3,937,918,1519,1363,694,3207,1286,14512
i411,0,128279.8359,1031446.563,531.63,3,937,918,1519,1363,694,3207,1286,14512
i412,0,128281.2578,1031445.625,531.98,3,937,918,1519,1363,694,3207,1286,14512
i413,0,128282.2813,1031445.75,532.12,3,937,918,1519,1363,366,3207,1556,14512
i414,1,128283.0781,1031444,532.2,3,936,918,1676,1363,366,3207,1556,14512
i415,1,128283.3906,1031445.25,532.22,3,936,918,1676,1363,366,3207,1556,14512
i416,0,128283.6563,1031447.188,532.22,3,936,918,1676,1363,366,3207,1556,14512
i417,1,128281.0156,1031447,531.92,3,937,918,1519,1363,694,3207,1286,14512
i418,0,128280.8594,1031446.875,531.87,3,937,918,1519,1363,694,3207,1286,14512
i419,1,128281.0625,1031447.125,531.93,3,937,918,1519,1363,694,3207,1286,14512
i42,0,128082.3438,1031463.438,511.94,3,961,959,2017,1958,395,4068,1166,8863
i420,0,128280.9453,1031447.625,531.86,3,937,918,1519,1363,694,3207,1286,14512
i421,1,128280.3516,1031447.938,531.78,3,937,918,1519,1363,694,3207,1286,14512
i422,0,128278.9453,1031449.125,531.36,3,937,932,1203,904,469,3207,1528,14512
i423,0,128278.5703,1031448.875,531.25,3,937,932,1203,904,469,3207,1528,14512
i424,0,128279.8047,1031450.063,531.51,3,937,932,1203,904,469,3207,1528,14512
i425,0,128279.3438,1031450.188,531.39,3,937,932,1203,904,469,3207,1528,14512
i426,0,128279.3438,1031450.438,531.38,3,937,932,1203,904,469,3207,1528,14512
i427,1,128278.9688,1031450.625,531.26,3,937,932,1203,904,469,3207,1528,14512
i428,0,128279.2109,1031451,531.3,3,937,932,1203,904,469,3207,1528,14512
i429,0,128277,1031452.75,530.81,3,936,935,963,928,281,3207,1725,14512
i43,0,128086.9063,1031462.5,511.89,3,950,939,1953,1877,473,4068,1105,8863
i430,1,128267.4453,1031460.875,529.22,3,935,935,911,928,426,3371,1402,13330
i431,1,128264.8984,1031468.125,528.81,3,928,933,936,779,306,3371,1522,13330
i432,0,128272.1641,1031469.438,530.16,3,931,933,760,779,172,2279,1802,15670
i433,0,128294.2344,1031471.75,533.29,4,938,924,834,997,420,2695,1452,14227
i434,1,128277.4141,1031463.625,530.67,3,935,933,831,779,312,2279,1692,15670
i435,1,128278.125,1031452.938,531.07,3,937,932,1203,904,469,3207,1528,14512
i436,1,128279.0938,1031454.813,531.17,3,936,932,947,904,396,3207,1567,14512
i437,1,128279.3828,1031454.75,531.22,3,936,932,947,904,396,3207,1567,14512
i438,0,128279.4219,1031454.313,531.26,3,936,932,947,904,396,3207,1567,14512
i439,0,128279.5156,1031453.938,531.35,3,936,932,947,904,396,3207,1567,14512
i44,0,128109.2969,1031450.688,513.38,3,911,919,1966,1977,576,3821,914,9074
i440,0,128279.7891,1031454.313,531.37,3,936,932,947,904,396,3207,1567,14512
i441,0,128280.125,1031454.5,531.48,3,936,932,947,904,396,3207,1567,14512
i442,0,128277.9453,1031454.313,531.14,3,935,935,926,928,396,3207,1567,14512
i443,0,128279.3906,1031453.563,531.32,3,936,932,947,904,396,3207,1567,14512
i444,0,128279.1328,1031453.375,531.27,3,936,932,947,904,396,3207,1567,14512
i445,1,128261.2188,1031513,530.31,3,861,888,530,473,250,1269,1668,17176
i446,0,128265.3906,1031458.563,528.74,3,935,935,911,928,426,3371,1402,13330
i447,1,128291.9141,1031447.25,532.72,3,920,918,1142,1363,283,2336,1549,14225
i448,0,128289.1641,1031449.063,532.52,3,923,932,983,904,331,2336,1488,14225
i449,0,128289.1328,1031449.688,532.5,3,923,932,983,904,331,2336,1488,14225
i45,0,128111.1016,1031449.75,513.49,3,911,919,1966,1977,296,3821,991,9074
i450,1,128283.2188,1031452.5,532,3,936,932,1237,904,279,3207,1627,14512
i451,0,128283.3984,1031455,531.88,3,936,932,858,904,153,3207,1806,14512
i452,0,128281.9688,1031454.813,531.72,3,936,932,947,904,153,3207,1806,14512
i453,0,128281.8438,1031453,531.8,3,937,932,1203,904,153,3207,1806,14512
i454,0,128281.9219,1031452.375,531.78,3,937,932,1203,904,279,3207,1627,14512
i455,1,128281.1797,1031451.5,531.73,3,937,932,1203,904,469,3207,1528,14512
i456,1,128281.0781,1031452.188,531.7,3,937,932,1203,904,469,3207,1528,14512
i457,0,128281.1172,1031453.75,531.66,3,936,932,947,904,396,3207,1567,14512
i458,0,128280.0547,1031452.313,531.46,3,937,932,1203,904,469,3207,1528,14512
i459,1,128279.9766,1031452.75,531.42,3,937,932,1203,904,469,3207,1528,14512
i46,1,128131.8906,1031434.25,515.05,3,921,933,1848,1924,520,6108,1111,7565
i460,0,128281.8281,1031456.125,531.72,3,936,932,947,904,396,3207,1567,14512
i461,1,128281,1031455.938,531.63,3,936,932,947,904,396,3207,1567,14512
i462,1,128280.3047,1031455.625,531.45,3,936,932,947,904,396,3207,1567,14512
i463,1,128281.2656,1031456.938,531.67,3,936,932,947,904,396,3207,1567,14512
i464,0,128280.6563,1031456.813,531.43,3,936,932,947,904,396,3207,1567,14512
i465,0,128280.8047,1031458,531.45,3,936,932,947,904,386,2279,1577,15670
i466,0,128280.9922,1031459.688,531.44,3,936,932,819,904,386,2279,1577,15670
i467,0,128280.5156,1031459.563,531.42,3,936,932,819,904,386,2279,1577,15670
i468,0,128279.8594,1031457.438,531.29,3,936,932,947,904,396,3207,1567,14512
i469,0,128279.75,1031457,531.23,3,936,932,947,904,396,3207,1567,14512
i47,1,128137.9063,1031441.313,512.14,3,934,933,1988,1924,945,8261,483,5538
i470,0,128279.5859,1031457.063,531.18,3,936,932,947,904,396,3207,1567,14512
i471,1,128278.7344,1031455.5,531.05,3,936,932,947,904,396,3207,1567,14512
i472,1,128288.3203,1031457.063,532.13,3,926,932,828,904,213,2336,1726,14225
i473,1,128286.375,1031456.375,532.05,3,936,932,858,904,213,2336,1726,14225
i474,0,128283.2109,1031463.188,531.62,3,928,928,476,661,271,2279,1590,15670
i475,0,128280.7031,1031462.875,531.3,3,936,932,819,904,312,2279,1692,15670
i476,0,128280.0781,1031463.063,531.16,3,936,928,719,661,312,2279,1692,15670
i477,0,128279.9531,1031462.938,531.16,3,936,932,819,904,312,2279,1692,15670
i478,0,128279.8594,1031463.063,531.13,3,936,928,719,661,312,2279,1692,15670
i479,1,128280.0859,1031463.438,531.21,3,936,928,719,661,312,2279,1692,15670
i48,1,128138.2109,1031441.563,512.02,3,959,933,1850,1924,945,8261,483,5538
i480,0,128280.25,1031464.063,531.2,3,936,928,719,661,312,2279,1692,15670
i481,0,128280.3906,1031464.563,531.22,3,936,928,719,661,312,2279,1692,15670
i482,1,128282.0391,1031464.813,531.55,3,936,928,719,661,271,2279,1590,15670
i483,1,128282.0547,1031464.688,531.56,3,936,928,719,661,271,2279,1590,15670
i484,1,128281.6328,1031464.75,531.44,3,936,928,719,661,312,2279,1692,15670
i485,1,128281.2578,1031464.688,531.32,3,936,928,719,661,312,2279,1692,15670
i486,1,128281.8906,1031465.438,531.51,3,936,928,719,661,271,2279,1590,15670
i487,1,128281.9766,1031465.625,531.49,3,936,928,719,661,271,2279,1590,15670
i488,0,128280.9141,1031465.063,531.29,3,936,928,719,661,312,2279,1692,15670
i489,0,128279.9219,1031465.125,531.1,3,936,928,719,661,312,2279,1692,15670
i49,0,128134.5547,1031447.5,508.67,3,930,933,2130,1924,590,5069,965,8171
i490,0,128280.1563,1031465.938,531.07,3,936,928,719,661,312,2279,1692,15670
i491,0,128282.2188,1031466.188,531.45,3,936,928,719,661,271,2279,1590,15670
i492,1,128281.7188,1031466.063,531.38,3,936,928,719,661,312,2279,1692,15670
i493,0,128281.8516,1031466,531.4,3,936,928,719,661,271,2279,1590,15670
i494,0,128281.0234,1031466.375,531.27,3,936,928,719,661,312,2279,1692,15670
i495,0,128280.9844,1031466.063,531.27,3,936,928,719,661,312,2279,1692,15670
i496,0,128281.2031,1031466.875,531.3,3,936,928,719,661,553,2279,1469,15670
i497,1,128280.9766,1031466.75,531.28,3,936,928,719,661,553,2279,1469,15670
i498,0,128281,1031466.938,531.29,3,936,928,719,661,553,2279,1469,15670
i499,0,128280.4219,1031466.938,531.18,3,936,928,719,661,553,2279,1469,15670
i5,0,128075.1172,1031382.125,532.82,3,917,918,420,523,62,1435,2128,16008
i50,1,128137.9688,1031467.25,505.61,3,895,925,1128,728,1107,6659,279,7893
i500,0,128279.8594,1031466.75,531.03,3,936,928,719,661,553,2279,1469,15670
i501,0,128280.4063,1031468.438,531.14,3,936,928,627,661,553,2279,1469,15670
i502,0,128279.8359,1031468.813,531.1,3,936,928,627,661,553,2279,1469,15670
i503,0,128279.9922,1031469.25,531.11,3,936,928,627,661,553,2279,1469,15670
i504,1,128280.5391,1031470.688,531.15,3,936,928,627,661,553,2279,1469,15670
i505,0,128281.2578,1031475.375,531.09,3,922,928,782,661,297,1479,1843,17541
i506,0,128281.1406,1031473.813,531.09,3,922,928,782,661,297,1479,1843,17541
i507,1,128280.7031,1031474,531.08,3,922,928,782,661,297,1479,1843,17541
i508,1,128279.3281,1031471.813,531,3,936,928,627,661,297,2279,1843,15670
i509,0,128289.9844,1031457.688,532.23,3,926,932,828,904,88,2695,1813,14227
i51,1,128137.0703,1031468.313,505.95,3,907,925,699,728,1293,6659,437,7893
i510,1,128269.3281,1031417.688,532.2,3,935,935,744,528,773,4722,1096,11840
i511,1,128252.7188,1031467.938,526.87,3,927,927,1040,953,314,2409,1624,14633
i512,0,128259.125,1031463.813,527.76,3,931,927,982,953,303,3371,1604,13330
i513,1,128258.5391,1031463.938,527.68,3,931,927,982,953,303,3371,1604,13330
i514,0,128252.0469,1031464.313,526.62,3,927,927,1040,953,283,2409,1604,14633
i515,1,128250.4453,1031465.563,526.38,3,927,927,1040,953,283,2409,1604,14633
i516,1,128249.7969,1031464.5,526.18,3,927,927,1040,953,260,2409,1663,14633
i517,0,128247.4922,1031465.125,525.9,3,926,925,994,1039,260,2409,1663,14633
i518,1,128250.8281,1031462.375,526.2,3,928,933,1074,1135,283,2409,1604,14633
i519,0,128259.0234,1031459.5,527.63,3,934,933,1025,1135,469,3371,1475,13330
i52,0,128120.7031,1031475.25,506.05,3,949,938,1239,1430,394,5006,1083,8277
i520,0,128256.2891,1031460.188,527.08,3,931,933,1131,1135,469,3371,1475,13330
i521,0,128251.0547,1031460.25,526.22,3,928,933,1074,1135,316,2409,1665,14633
i522,0,128250.125,1031459.5,526.01,3,928,933,1074,1135,215,2409,1583,14633
i523,0,128250.125,1031458.188,525.95,3,928,933,1074,1135,215,2409,1583,14633
i524,0,128250.9531,1031458.563,526.1,3,928,933,1074,1135,316,2409,1665,14633
i525,1,128252.1797,1031457.25,526.39,3,932,933,1082,1135,446,4095,1425,12205
i526,1,128251.9063,1031453.063,526.28,3,932,933,1082,1135,446,4095,1425,12205
i527,1,128251.4766,1031452.438,526.13,3,936,933,1052,1135,773,4095,999,12205
i528,0,128251.25,1031453.25,526.06,3,932,933,1082,1135,446,4095,1425,12205
i529,0,128251.1094,1031453,526.06,3,936,933,1052,1135,446,4095,1425,12205
i53,0,128118.7266,1031472,507.22,3,936,938,1438,1430,569,3282,933,10278
i530,0,128248.5313,1031453.5,525.62,3,932,933,1082,1135,363,4095,1499,12205
i531,1,128247.1328,1031453.688,525.42,3,931,933,885,879,363,4095,1499,12205
i532,0,128245.7109,1031454.5,525.16,3,931,933,885,879,376,4095,1406,12205
i533,0,128245.4844,1031454.375,525.14,3,931,933,885,879,376,4095,1406,12205
i534,1,128244.4531,1031453.563,524.97,3,931,933,885,879,376,4095,1406,12205
