Burrow,Status,Xcoord,Ycoord,Z,Watershed,Dew5m,Dew15m,Slope5m,Slope15m,Shrub5m,Shrub15m,Rock5m,Rock15m
i168,0,128337.4766,1031453.938,530.86,4,947,931,1098,1147,571,4404,1134,11426
i169,0,128336.6953,1031454.875,530.81,4,947,931,1098,1147,571,4404,1134,11426
i17,0,128341.0703,1031495.438,520.85,4,943,934,1366,1177,734,7287,884,8514
i170,0,128337.1016,1031455,530.67,4,947,931,1098,1147,571,4404,1134,11426
i171,0,128338.1641,1031455.375,530.47,4,958,957,1110,1006,571,4404,1134,11426
i172,0,128336.4922,1031456.938,530.22,4,947,931,1098,1147,571,4404,1134,11426
i173,0,128337.5859,1031456.938,530.2,4,947,931,1098,1147,571,4404,1134,11426
i174,0,128339.0625,1031456.438,530.26,4,958,957,1110,1006,571,4404,1134,11426
i175,1,128340.2031,1031457.25,529.98,4,958,957,1110,1006,571,4404,1134,11426
i176,0,128341.2031,1031457.063,530,4,958,957,1110,1006,641,4404,1118,11426
i177,0,128343.9531,1031453.25,530.75,4,954,957,993,1006,641,4404,1118,11426
i178,0,128344.2188,1031453.5,530.72,4,954,957,993,1006,641,4404,1118,11426
i179,1,128355.4063,1031450,530.84,4,937,915,776,923,788,5903,982,9894
i18,0,128340.7891,1031495.5,520.86,4,943,934,1366,1177,734,7287,884,8514
i180,1,128344.9453,1031442.625,532,4,959,947,633,649,592,5903,1157,9894
i181,0,128349.5703,1031456,530.26,4,965,957,962,1006,860,5903,616,9894
i182,1,128335.7188,1031458.563,529.9,4,949,931,1323,1147,853,5953,1059,10955
i183,0,128334.1563,1031460.813,529.7,4,949,931,1323,1147,853,5953,1059,10955
i184,0,128328.25,1031459.563,530.35,4,945,931,1307,1147,649,6254,1216,10496
i185,0,128324.1719,1031446.125,532.34,4,918,914,881,1009,396,4459,1354,11456
i186,0,128318.4922,1031453.813,531.84,4,894,885,1166,1000,589,4459,1210,11456
i187,0,128316.5625,1031455.313,531.82,4,882,885,1026,1000,608,4459,1185,11456
i188,0,128321.5859,1031459.625,531.03,4,891,885,1446,1000,836,6254,1003,10496
i189,0,128321.3047,1031462.188,530.71,4,891,885,1446,1000,690,6254,1133,10496
i19,1,128339.4141,1031499.188,520.38,4,934,934,1152,1177,1181,7287,569,8514
i190,0,128322.625,1031461.875,530.49,4,891,885,1446,1000,847,6254,1031,10496
i191,0,128322.6875,1031462.438,530.32,4,891,885,1446,1000,882,6254,900,10496
i192,1,128323.2188,1031462.75,530.13,4,917,931,1470,1147,882,6254,900,10496
i193,1,128324.1719,1031462.375,530.11,4,917,931,1470,1147,882,6254,900,10496
i194,0,128323.7266,1031462.5,530.13,4,917,931,1470,1147,882,6254,900,10496
i195,0,128324.3594,1031463.063,529.93,4,902,917,1312,1422,882,6254,900,10496
i196,1,128323.8281,1031463.563,529.86,4,902,917,1312,1422,882,6254,900,10496
i197,1,128323.0859,1031463.438,529.95,4,902,917,1312,1422,882,6254,900,10496
i198,1,128322.7734,1031463.5,530,4,880,888,1467,1385,882,6254,900,10496
i199,0,128322.9063,1031464.125,529.8,4,880,888,1467,1385,882,6254,900,10496
i2,0,128332.7813,1031521.75,516.54,4,907,909,557,1058,712,9446,1137,6849
i20,0,128340.0781,1031498.313,520.38,4,934,934,1152,1177,1181,7287,569,8514
i200,1,128322.6484,1031464.438,529.77,4,880,888,1467,1385,882,6254,900,10496
i201,0,128323.125,1031464.063,529.8,4,902,917,1312,1422,882,6254,900,10496
i202,1,128323.1016,1031467.313,529.53,4,902,917,1312,1422,771,6254,940,10496
i203,1,128321.6406,1031465.25,529.71,4,880,888,1467,1385,690,6254,1133,10496
i204,1,128319.9609,1031465.125,530.09,4,880,888,1467,1385,690,6254,1133,10496
i205,0,128319.8047,1031466.813,529.79,4,880,888,1467,1385,595,6254,1342,10496
i206,1,128317.9141,1031466.875,529.99,4,885,888,1449,1385,595,6254,1342,10496
i207,0,128316.7188,1031467.563,527.81,4,885,888,1449,1385,343,6254,1637,10496
i208,0,128321.8438,1031466.688,529.34,4,880,888,1467,1385,595,6254,1342,10496
i209,0,128322.4297,1031466.938,529.23,4,880,888,1467,1385,771,6254,940,10496
i21,0,128338.9297,1031500.75,520.19,4,934,934,1152,1177,1181,7287,569,8514
i210,0,128322.9609,1031464.875,529.6,4,880,888,1467,1385,882,6254,900,10496
i211,0,128323.1328,1031464.563,529.64,4,902,917,1312,1422,882,6254,900,10496
i212,1,128324.375,1031463.875,529.77,4,902,917,1312,1422,882,6254,900,10496
i213,1,128324.6172,1031464.25,529.65,4,902,917,1312,1422,882,6254,900,10496
i214,1,128324.1094,1031465.063,529.43,4,902,917,1312,1422,882,6254,900,10496
i215,0,128323.7266,1031465.813,529.32,4,902,917,1312,1422,882,6254,900,10496
i216,0,128324.9219,1031464.688,529.55,4,902,917,1312,1422,882,6254,900,10496
i217,1,128324.6094,1031465.438,529.26,4,902,917,1312,1422,882,6254,900,10496
i218,1,128324.3438,1031465.875,529.2,4,902,917,1312,1422,882,6254,900,10496
i219,0,128324.2422,1031466.5,529.09,4,902,917,1312,1422,771,6254,940,10496
i22,0,128337.5938,1031503.5,519.81,4,899,889,1040,1561,1045,7897,669,8696
i220,0,128325.6406,1031465.688,529.01,4,902,917,1312,1422,882,6254,900,10496
i221,0,128326.9219,1031465.688,528.88,4,902,917,1312,1422,776,6254,1178,10496
i222,0,128327.3672,1031465.75,528.86,4,902,917,1312,1422,776,6254,1178,10496
i223,0,128326.1094,1031467.063,528.71,4,902,917,1312,1422,771,6254,940,10496
i224,0,128335.8828,1031462.25,529.3,4,949,931,1323,1147,698,5953,1239,10955
i225,1,128342.0313,1031461.313,529.27,4,968,957,1192,1006,491,5953,1415,10955
i226,0,128341.4141,1031462.438,528.98,4,968,957,1192,1006,606,5953,1258,10955
i227,0,128355.9297,1031461.5,528.88,4,932,915,1102,923,519,5968,898,9459
i228,1,128355.5313,1031462.375,528.72,4,932,915,1102,923,693,5968,1008,9459
i229,0,128355.3516,1031462.813,528.61,4,932,915,1102,923,693,5968,1008,9459
i23,0,128336.3516,1031504.188,519.82,4,899,889,1040,1561,1045,7897,669,8696
i230,0,128355.8672,1031463.125,528.52,4,928,916,1395,1298,693,5968,1008,9459
i231,0,128333.2188,1031467.188,528.34,4,957,917,1471,1422,440,5953,1381,10955
i232,0,128330.8125,1031468.188,528.06,4,916,917,1500,1422,641,5953,1135,10955
i233,0,128325.7813,1031469.438,528.24,4,891,917,1407,1422,771,6254,940,10496
i234,0,128326.0703,1031475.938,526.95,4,882,917,1441,1422,459,3888,1655,14477
i235,0,128331.4063,1031470.375,527.38,4,916,917,1500,1422,440,5953,1381,10955
i236,0,128331.6328,1031468.063,528.01,4,916,917,1500,1422,440,5953,1381,10955
i237,0,128332.3359,1031469.5,527.57,4,916,917,1500,1422,440,5953,1381,10955
i238,0,128332.5703,1031469.438,527.5,4,916,917,1500,1422,440,5953,1381,10955
i239,0,128337.9063,1031469.25,527.24,4,946,917,1570,1422,571,5953,1361,10955
i24,1,128338,1031505.438,519.2,4,949,934,592,1177,1045,7897,669,8696
i240,1,128338.5391,1031468.75,527.4,4,959,929,1527,1447,571,5953,1361,10955
i241,0,128339.0625,1031468.875,527.33,4,959,929,1527,1447,571,5953,1361,10955
i242,0,128339.4063,1031467.938,527.57,4,943,929,1579,1447,571,5953,1361,10955
i243,1,128341.4844,1031467.375,527.93,4,943,929,1579,1447,516,5953,1388,10955
i244,0,128342.3516,1031469.125,527.06,4,959,929,1527,1447,516,5953,1388,10955
i245,0,128344.6953,1031468.938,527.26,4,898,929,1552,1447,516,5953,1388,10955
i246,1,128361.9375,1031474.188,526.53,4,924,916,1259,1298,406,3060,1413,14080
i247,1,128363.2969,1031492.75,525.06,4,936,931,1132,1153,227,2271,1405,14851
i248,1,128360.3516,1031477.625,525.72,4,924,916,1259,1298,379,3060,1350,14080
i249,0,128358.4453,1031473.063,526.47,4,924,916,1259,1298,406,4163,1413,11608
i25,0,128337.6406,1031505.938,519.13,4,899,889,1040,1561,1045,7897,669,8696
i250,1,128357.9063,1031473.688,526.27,4,908,916,1165,1298,561,4163,1237,11608
i251,1,128353.8594,1031471.875,526.61,4,904,916,1484,1298,561,5968,1237,9459
i252,0,128355.0781,1031474.688,525.96,4,908,916,1165,1298,561,4163,1237,11608
i253,1,128350.3906,1031472.313,526.44,4,934,929,1630,1447,895,5968,912,9459
i254,1,128349.6641,1031471.188,526.69,4,934,929,1630,1447,895,5968,912,9459
i255,0,128347.7578,1031470.438,526.97,4,898,929,1552,1447,572,5968,1320,9459
i256,0,128346.3125,1031470.438,526.85,4,898,929,1552,1447,572,5968,1320,9459
i257,1,128347.7344,1031473.438,526.24,4,914,929,1313,1447,613,4163,1224,11608
i258,1,128344.2109,1031471.375,526.61,4,898,929,1552,1447,621,5953,1244,10955
i259,0,128341.8438,1031469.563,527.05,4,959,929,1527,1447,516,5953,1388,10955
i26,0,128337.7031,1031506.938,518.83,4,899,889,1040,1561,1045,7897,669,8696
i260,1,128341.0781,1031469.063,527.18,4,959,929,1527,1447,516,5953,1388,10955
i261,0,128341.8906,1031471.5,526.56,4,959,929,1527,1447,621,5953,1244,10955
i262,1,128335.2891,1031477.313,525.32,4,940,917,1283,1422,198,5077,1181,11026
i263,0,128342.3281,1031474.438,525.73,4,965,929,1298,1447,621,5077,1244,11026
i264,1,128342.7969,1031475.313,525.52,4,965,929,1298,1447,621,5077,1244,11026
i265,1,128351.0859,1031477.75,525.33,4,899,929,1242,1447,399,4163,1133,11608
i266,0,128355.5547,1031475.938,525.66,4,908,916,1165,1298,498,4163,1247,11608
i267,0,128355.9063,1031476.625,525.57,4,908,916,1165,1298,498,4163,1247,11608
i268,0,128356.3516,1031477.5,525.39,4,908,916,1165,1298,498,4163,1247,11608
i269,1,128359.9063,1031479.5,525.35,4,931,931,1125,1153,379,3060,1350,14080
i27,1,128334.8281,1031509.75,518.73,4,933,909,801,1058,251,7897,1583,8696
i270,0,128359.2813,1031480.563,525.07,4,931,931,1125,1153,427,4163,1225,11608
i271,0,128357.5078,1031481.438,524.71,4,920,931,1081,1153,428,4163,1263,11608
i272,1,128356.4844,1031480.875,524.73,4,920,931,1081,1153,428,4163,1263,11608
i273,0,128346.6875,1031479,524.91,4,904,924,1250,1270,392,4163,1332,11608
i274,0,128344.0313,1031478.813,524.71,4,904,924,1250,1270,295,5077,1663,11026
i275,0,128337.6484,1031479.063,524.65,4,914,892,1224,1452,249,5077,1389,11026
i276,0,128333.5234,1031487.125,523.8,4,912,892,1437,1452,783,5077,1119,11026
i277,0,128336.6875,1031486.625,523.27,4,912,892,1437,1452,1472,5077,308,11026
i278,0,128349.7031,1031483.063,523.93,4,914,924,1246,1270,278,4163,1398,11608
i279,0,128345.2422,1031498.5,520.18,4,927,934,1292,1177,934,5293,876,11955
i28,1,128332.1094,1031509.438,519.54,4,901,909,1243,1058,251,7897,1583,8696
i280,0,128355.5938,1031526.938,519.82,4,936,936,1524,1564,437,4216,1430,12527
i281,0,128347.0313,1031498.563,520.38,4,927,934,1292,1177,934,5293,876,11955
i282,0,128345.0469,1031489.625,522.17,4,901,924,1309,1270,603,5293,1320,11955
i283,0,128344.0469,1031490.375,521.96,4,901,924,1309,1270,573,7287,680,8514
i284,0,128343.0625,1031489.875,522.02,4,901,924,1309,1270,573,7287,680,8514
i285,0,128338.5313,1031491,522.26,4,950,924,1311,1270,318,7287,1308,8514
i286,1,128338.4688,1031490.75,522.29,4,950,924,1311,1270,318,7287,1308,8514
i287,0,128344.3125,1031495.063,520.9,4,912,934,1275,1177,734,7287,884,8514
i288,0,128369.1641,1031467.063,528.28,4,919,921,1138,997,446,4626,1785,13107
i289,0,128356.3203,1031424.813,532.24,4,907,925,58,300,103,3885,1745,12993
i29,0,128331.2656,1031510.125,519.51,4,901,909,1243,1058,439,7897,1551,8696
i290,1,128372.4141,1031428.938,533.32,4,936,934,453,593,296,4601,1468,10987
i291,0,128369.0781,1031427.688,533.12,4,935,934,471,593,315,4601,1287,10987
i292,0,128369.5234,1031429.313,533.16,4,936,934,453,593,315,4601,1287,10987
i293,0,128369.2109,1031429.688,533.15,4,936,934,453,593,315,4601,1287,10987
i294,0,128368.8438,1031430,533.05,4,936,934,453,593,315,4601,1287,10987
i295,0,128369.2813,1031430.125,533.06,4,936,934,453,593,315,4601,1287,10987
i296,0,128369.5,1031430.563,533.08,4,936,934,453,593,413,4601,1299,10987
i297,0,128369.625,1031431.063,533.05,4,936,934,453,593,413,4601,1299,10987
i298,0,128372.2031,1031431.125,533.34,4,936,934,453,593,473,4601,1259,10987
i299,0,128372.5469,1031431.313,533.38,4,936,934,453,593,473,4601,1259,10987
i3,0,128339.6953,1031521,515.44,4,919,932,763,966,2145,9446,34,6849
i30,1,128330.7422,1031514.438,518.44,4,926,909,1109,1058,324,7897,1517,8696
i300,0,128373.0078,1031431.313,533.35,4,934,934,520,593,473,4601,1259,10987
i301,0,128372.8594,1031431.563,533.36,4,936,934,453,593,473,4601,1259,10987
i302,0,128372.6719,1031432.25,533.25,4,936,934,453,593,473,4601,1259,10987
i303,0,128372.7344,1031432.438,533.21,4,936,934,453,593,473,4601,1259,10987
i304,1,128373.5,1031432.125,533.29,4,934,934,520,593,473,4601,1259,10987
i305,0,128382.7109,1031433.75,533.64,4,948,928,555,579,402,3996,1416,12936
i306,1,128383.7188,1031433.688,533.71,4,947,904,592,604,402,3996,1416,12936
i307,0,128383.5625,1031434.25,533.63,4,947,904,592,604,402,3996,1416,12936
i308,0,128374.4922,1031452.5,531.26,4,914,916,759,886,851,5870,1089,11253
i309,1,128372.0938,1031454.938,530.64,4,915,916,954,886,722,5870,1021,11253
i31,1,128324.3125,1031518,518.51,4,877,909,1537,1058,180,2582,1795,14541
i310,1,128374.7188,1031458.063,530.49,4,912,916,887,886,157,4626,2005,13107
i311,0,128375.3906,1031457.75,530.7,4,912,916,895,886,157,2626,2005,16009
i312,0,128375.2031,1031458.125,530.61,4,912,916,887,886,157,2626,2005,16009
i313,1,128377.2891,1031458.938,530.67,4,912,916,887,886,107,2626,2107,16009
i314,0,128384.8906,1031459.75,531.18,4,943,924,1288,904,217,2626,1837,16009
i315,0,128387.5156,1031462.438,530.71,4,943,924,1288,904,250,2626,1741,16009
i316,1,128387.2422,1031462.313,530.72,4,943,924,1288,904,250,2626,1741,16009
i317,0,128387.4063,1031462.875,530.59,4,943,924,1288,904,250,2626,1741,16009
i318,1,128389.1797,1031462.813,530.39,4,939,924,1136,904,250,2626,1741,16009
i319,1,128390.3125,1031463.813,530.11,4,939,917,904,925,240,2681,1568,15185
i32,0,128322.9688,1031515.188,519.39,4,864,858,1519,1585,771,5342,850,12006
i320,1,128386.25,1031463.188,530.3,4,944,917,795,925,250,2626,1741,16009
i321,1,128363.7188,1031463.813,528.5,4,914,916,1151,1298,241,4626,1882,13107
i322,1,128375.3984,1031489.5,526.18,4,923,924,707,824,231,1704,1919,18460
i323,0,128372.9844,1031499.938,525.04,4,937,928,974,698,124,2271,2140,14851
i324,0,128375.6016,1031502.313,525.01,4,932,928,584,698,124,1704,2140,18460
i325,1,128374.4688,1031505.688,524.83,4,931,928,615,698,345,3452,1713,14544
i326,0,128373.8516,1031507.813,524.84,4,931,928,615,698,331,3452,1770,14544
i327,0,128372.25,1031507.438,524.03,4,936,928,1104,698,331,3452,1770,14544
i328,0,128380.7578,1031510.375,524.85,4,920,929,540,832,142,1759,1979,18284
i329,1,128374.9375,1031512.5,524.36,4,924,929,718,832,232,1759,1885,18284
i33,1,128326.125,1031514.125,519.32,4,877,909,1537,1058,771,5342,850,12006
i330,0,128374.1484,1031512.625,524.32,4,924,929,718,832,232,3452,1885,14544
i331,1,128374.2578,1031513.5,524.28,4,929,929,884,832,232,3452,1885,14544
i332,0,128374.0469,1031514.313,524.13,4,929,929,884,832,232,3452,1885,14544
i333,1,128377.1172,1031515.25,524.22,4,929,929,884,832,182,1759,1978,18284
i334,1,128382.0938,1031513.438,524.64,4,916,929,590,832,306,1759,1980,18284
i335,1,128375.1094,1031515.563,524.03,4,929,929,884,832,232,1759,1885,18284
i336,0,128374.4922,1031516.438,523.9,4,929,929,884,832,280,3452,1779,14544
i337,0,128375.4531,1031516.813,523.9,4,929,929,884,832,280,1759,1779,18284
i338,0,128374.1875,1031517.688,523.74,4,929,929,884,832,280,2881,1779,14832
i339,0,128372.7266,1031519.25,523.32,4,937,929,1007,832,280,2881,1779,14832
i34,0,128337.4063,1031497.25,521.07,4,907,889,1466,1561,1443,7287,529,8514
i340,1,128375.9375,1031518.688,523.73,4,934,929,697,832,280,2033,1779,17070
i341,0,128376.0391,1031519.75,523.64,4,934,929,697,832,280,2033,1779,17070
i342,0,128378.9922,1031521.375,523.74,4,926,929,567,832,223,2033,1893,17070
i343,0,128378.5469,1031522.063,523.66,4,926,929,567,832,223,2033,1893,17070
i344,0,128375.4297,1031521,523.48,4,934,929,697,832,156,2033,1888,17070
i345,0,128374.8281,1031521.188,523.43,4,934,929,697,832,156,2881,1888,14832
i346,0,128372.7031,1031520.625,523.27,4,937,929,1007,832,156,2881,1888,14832
i347,1,128376.6953,1031522.375,523.49,4,934,929,697,832,223,2033,1893,17070
i348,1,128375.3828,1031523.75,523.22,4,930,928,416,970,156,2033,1888,17070
i349,0,128380.3125,1031522.125,523.81,4,926,929,567,832,223,2033,1893,17070
i35,1,128339.1719,1031495.25,521.33,4,943,934,1366,1177,1443,7287,529,8514
i350,1,128378.9922,1031522.375,523.65,4,926,929,567,832,223,2033,1893,17070
i351,1,128379.7813,1031524.063,523.59,4,922,928,547,970,223,2033,1893,17070
i352,1,128380.8594,1031526.563,523.46,4,922,928,547,970,365,2033,1682,17070
i353,0,128381.0781,1031526.938,523.45,4,922,928,547,970,365,2033,1682,17070
i354,0,128375.6563,1031526,523.03,4,930,928,416,970,253,2033,1730,17070
i355,0,128372.0938,1031524.563,523.74,4,934,928,1367,970,156,2881,1888,14832
i356,0,128372.9141,1031528.75,523.37,4,933,928,1698,970,253,2881,1730,14832
i357,0,128374.1719,1031529.188,523.43,4,915,928,954,970,253,2881,1730,14832
i358,0,128382.625,1031527.188,523.56,4,922,928,547,970,365,2033,1682,17070
i359,0,128381.8359,1031528.25,523.38,4,923,928,614,970,365,2033,1682,17070
i36,0,128339.8359,1031494.125,521.52,4,943,934,1366,1177,1443,7287,529,8514
i360,0,128382.6719,1031528.375,523.46,4,923,928,614,970,365,2033,1682,17070
i361,0,128382.6016,1031528.875,523.41,4,923,928,614,970,365,2033,1682,17070
i362,0,128382.6953,1031529.25,523.38,4,923,928,614,970,365,2033,1682,17070
i363,0,128382.7266,1031529.563,523.35,4,923,928,614,970,195,2033,1727,17070
i364,0,128382.1953,1031529.5,523.29,4,923,928,614,970,195,2033,1727,17070
i365,1,128381.6406,1031530.25,523.18,4,923,928,614,970,195,2033,1727,17070
i366,0,128381.2109,1031530.313,523.14,4,923,928,614,970,195,2033,1727,17070
i367,0,128382.8828,1031530.188,523.29,4,923,928,614,970,195,2033,1727,17070
i368,0,128384.1094,1031530.938,523.37,4,931,927,559,423,195,2033,1727,17070
i369,0,128383.2656,1031531.25,523.22,4,931,927,559,423,195,2033,1727,17070
i37,1,128340.0156,1031494.188,521.45,4,943,934,1366,1177,1443,7287,529,8514
i370,0,128382.6172,1031530.813,523.18,4,923,928,614,970,195,2033,1727,17070
i371,0,128384.0703,1031532.375,523.2,4,931,927,559,423,195,2033,1727,17070
i372,1,128382.3906,1031532.438,523.05,4,923,928,614,970,195,2033,1727,17070
i373,0,128381.5703,1031532.75,522.96,4,923,928,614,970,195,2030,1727,16134
i374,1,128382.2109,1031533.188,522.96,4,931,928,765,970,195,2030,1727,16134
i375,1,128382.7891,1031533.688,522.97,4,931,928,765,970,195,2030,1727,16134
i376,0,128382.9297,1031533.625,522.98,4,931,928,765,970,195,2030,1727,16134
i377,0,128382.9766,1031533.25,523.02,4,931,928,765,970,195,2030,1727,16134
i378,0,128382.5625,1031532.688,523.01,4,923,928,614,970,195,2030,1727,16134
i379,0,128381.2891,1031533.75,522.84,4,931,928,765,970,195,2030,1727,16134
i38,0,128333.6094,1031504.063,520.53,4,899,889,1040,1561,493,7897,1485,8696
i380,0,128383.9609,1031533.313,523.09,4,932,927,627,423,195,2030,1727,16134
i381,1,128383.7813,1031533.688,523.06,4,932,927,627,423,195,2030,1727,16134
i382,0,128384.1172,1031533.938,523.05,4,932,927,627,423,195,2030,1727,16134
i383,0,128384.1719,1031534.5,522.99,4,932,927,627,423,127,2030,1809,16134
i384,0,128384.4219,1031534.5,523.07,4,932,927,627,423,127,2030,1809,16134
i385,0,128383.7344,1031535.313,522.91,4,932,927,627,423,127,2030,1809,16134
i386,1,128389.4688,1031526.938,523.91,4,949,927,333,423,137,2033,2106,17070
i387,0,128390.1406,1031528.625,523.83,4,938,927,365,423,182,1307,1808,15643
i388,0,128390.125,1031529.813,523.77,4,938,927,365,423,217,1307,1694,15643
i389,0,128390.9063,1031530.438,523.79,4,938,927,365,423,217,1307,1694,15643
i39,0,128331.9844,1031503.813,520.88,4,889,889,1452,1561,493,7897,1485,8696
i390,0,128391.4531,1031531,523.82,4,938,927,365,423,217,1307,1694,15643
i391,0,128392.1328,1031531.625,523.74,4,938,927,365,423,217,1307,1694,15643
i392,0,128395.6563,1031531.125,523.78,4,920,927,327,423,64,1307,1618,15643
i393,0,128390.1563,1031533.25,523.54,4,926,927,420,423,217,2246,1694,11202
i394,0,128390.0781,1031535.938,523.4,4,926,927,420,423,394,2246,1359,11202
i395,1,128384.3516,1031537.25,522.85,4,932,927,627,423,127,2030,1809,16134
i396,0,128384.0391,1031537.188,522.8,4,932,927,627,423,127,2030,1809,16134
i397,0,128383.6563,1031537.438,522.74,4,932,927,627,423,127,2030,1809,16134
i398,0,128383.2891,1031537.375,522.73,4,932,927,627,423,127,2030,1809,16134
i399,0,128382.8047,1031537.25,522.71,4,931,928,765,970,127,2030,1809,16134
i4,0,128340.8594,1031521.438,515.51,4,919,932,763,966,1438,9446,548,6849
i40,1,128329.2891,1031505,521.15,4,889,889,1452,1561,590,5342,1391,12006
i400,0,128381.7266,1031537,522.63,4,931,928,765,970,127,2030,1809,16134
i401,1,128380.8125,1031537.5,522.5,4,931,928,765,970,403,2030,1524,16134
i402,1,128378.6797,1031534.688,522.53,4,931,928,765,970,403,2030,1524,16134
i403,0,128374.1328,1031534.875,521.99,4,930,928,1024,970,451,3744,1536,13899
i404,0,128371.0781,1031535.75,521.43,4,935,928,1341,970,449,3744,1586,13899
i405,0,128379.2188,1031537.063,522.41,4,931,928,765,970,403,2030,1524,16134
i406,1,128373.6094,1031537.313,521.72,4,930,928,1024,970,451,3744,1536,13899
i407,0,128371.6172,1031538.813,521.21,4,936,936,1113,897,208,3744,1945,13899
i408,1,128374.2734,1031539.375,521.48,4,935,936,968,897,437,3744,1530,13899
i409,0,128374.7188,1031539.313,521.51,4,935,936,968,897,437,3744,1530,13899
i41,1,128322.5938,1031510.75,520.78,4,882,858,1612,1585,537,5342,1491,12006
i410,0,128377.2344,1031539.938,521.9,4,935,936,968,897,326,2030,1523,16134
i411,0,128384.4688,1031537.75,522.83,4,932,927,627,423,127,2030,1809,16134
i412,0,128384.375,1031538,522.8,4,932,927,627,423,127,2030,1809,16134
i413,0,128383.4609,1031538.188,522.66,4,934,930,676,478,127,2030,1809,16134
i414,0,128382.8672,1031539,522.59,4,934,936,824,897,133,2030,1804,16134
i415,1,128384.0156,1031539.063,522.66,4,934,930,676,478,133,2030,1804,16134
i416,0,128383.6641,1031539.875,522.57,4,934,930,676,478,133,2030,1804,16134
i417,0,128383.5078,1031540.125,522.48,4,934,930,676,478,133,2030,1804,16134
i418,0,128383.9531,1031540.188,522.58,4,934,930,676,478,133,2030,1804,16134
i419,0,128384.8047,1031540.875,522.61,4,934,930,676,478,133,2030,1804,16134
i42,0,128323.4766,1031511.313,520.52,4,885,909,1586,1058,537,5342,1491,12006
i420,0,128384.6797,1031540.875,522.59,4,934,930,676,478,133,2030,1804,16134
i421,0,128384.3359,1031540.813,522.58,4,934,930,676,478,133,2030,1804,16134
i422,0,128384.375,1031540.875,522.57,4,934,930,676,478,133,2030,1804,16134
i423,0,128383.9141,1031540.688,522.55,4,934,930,676,478,133,2030,1804,16134
i424,0,128381.2109,1031539.875,522.32,4,934,936,824,897,133,2030,1804,16134
i425,0,128381.2422,1031540.25,522.29,4,934,936,824,897,133,2030,1804,16134
i426,0,128381.5391,1031540.625,522.32,4,934,936,824,897,133,2030,1804,16134
i427,0,128378.2813,1031542.5,521.77,4,934,936,824,897,326,2030,1523,16134
i428,1,128377.9922,1031542.313,521.74,4,935,936,968,897,326,2030,1523,16134
i429,0,128376.0859,1031542.25,521.43,4,935,936,968,897,437,2030,1530,16134
i43,0,128322.375,1031511.438,520.61,4,882,858,1612,1585,537,5342,1491,12006
i430,0,128373.3203,1031542.688,521.04,4,935,936,968,897,437,3744,1530,13899
i431,0,128372.7188,1031542.75,520.91,4,936,936,1113,897,437,3744,1530,13899
i432,1,128372.3203,1031542.75,520.83,4,936,936,1113,897,437,3744,1530,13899
i433,1,128372.3281,1031542.688,520.84,4,936,936,1113,897,437,3744,1530,13899
i434,1,128371.5156,1031542.063,520.7,4,936,936,1113,897,208,3744,1945,13899
i435,0,128368.7109,1031542.875,520.11,4,936,936,1113,897,208,3744,1945,13899
i436,0,128369.5313,1031543.438,520.24,4,937,936,959,897,210,3744,1812,13899
i437,0,128370.1484,1031542.938,520.61,4,936,936,1113,897,208,3744,1945,13899
i438,1,128372.9063,1031543.75,520.83,4,937,936,959,897,246,3744,1534,13899
i439,1,128372.875,1031544.375,520.76,4,937,936,959,897,246,3744,1534,13899
i44,1,128319.8203,1031514.625,520.11,4,864,858,1519,1585,760,5342,1248,12006
i440,0,128370.6563,1031545.5,520.31,4,937,936,959,897,210,3744,1812,13899
i441,1,128370.8047,1031545.813,520.32,4,937,936,959,897,210,3744,1812,13899
i442,0,128364.3438,1031543.25,519.37,4,937,937,1229,1595,253,3744,1480,13899
i443,0,128369.3047,1031547,519.97,4,937,936,959,897,210,3744,1812,13899
i444,0,128369.6641,1031547.625,519.99,4,937,936,959,897,235,3425,1542,11125
i445,1,128370.1406,1031548.688,520.01,4,936,936,947,897,235,3425,1542,11125
i446,1,128371.3125,1031549.5,520.16,4,936,936,947,897,235,3425,1542,11125
i447,0,128371.6953,1031549.313,520.23,4,936,936,947,897,235,3425,1542,11125
i448,0,128372.6953,1031549.125,520.37,4,936,936,947,897,341,3425,1318,11125
i449,0,128373.6953,1031549.875,520.44,4,936,936,832,897,341,3425,1318,11125
i45,0,128319.6953,1031513.75,520.35,4,864,858,1519,1585,760,5342,1248,12006
i450,0,128373.8359,1031550.5,520.4,4,936,936,832,897,341,3425,1318,11125
i451,0,128376.2656,1031548.625,520.94,4,936,936,832,897,341,3225,1318,12385
i452,0,128376.5078,1031548.375,520.99,4,936,936,832,897,329,3225,1375,12385
i453,0,128377.6172,1031548.063,521.17,4,936,936,832,897,329,3225,1375,12385
i454,0,128379.2266,1031548,521.49,4,936,936,815,897,329,3225,1375,12385
i455,0,128379.1328,1031547.813,521.49,4,936,936,815,897,329,3225,1375,12385
i456,0,128378.8438,1031547.25,521.45,4,936,936,815,897,295,2030,1538,16134
i457,0,128378.7344,1031546.938,521.41,4,936,936,815,897,295,2030,1538,16134
i458,0,128379.5,1031547,521.63,4,936,936,815,897,295,2030,1538,16134
i459,1,128378.6719,1031546.5,521.43,4,936,936,815,897,295,2030,1538,16134
i46,0,128318.7422,1031513.188,520.56,4,864,858,1519,1585,760,5342,1248,12006
i460,0,128383.9141,1031544.5,522.31,4,934,930,678,478,231,2030,1702,16134
